Timestamp;Total_Angles_x;Total_Angles_y;Head_Rotation_x;Head_Rotation_y;Main Camera (1)_localPosition;Main Camera (1)_globalPosition;Main Camera (1)_orientation;World_orientation;messages;
3.082;0;-59.09254;0;0;(0.00, 1.60, 0.00);(-1.5, 0.0, 6.5)(0.00, 0.00, 0.00);0No pattern saccade;
3.099;0;-56.76826;0;0;(0.00, 1.60, 0.00);(-1.5, 0.0, 6.4)(0.00, 0.00, 0.00);0No pattern saccade;
3.113;0;-55.78473;0;0;(0.00, 1.60, 0.00);(-1.5, 0.0, 6.4)(0.00, 0.00, 0.00);0No pattern saccade;
3.127;0;-55.00421;0;0;(0.00, 1.60, 0.00);(-1.5, 0.0, 6.3)(0.00, 0.00, 0.00);0
3.141;0;-54.29721;0;0;(0.00, 1.60, 0.00);(-1.5, 0.0, 6.3)(0.00, 0.00, 0.00);0
3.158;0;-53.60902;0;0;(0.00, 1.60, 0.00);(-1.5, 0.0, 6.3)(0.00, 0.00, 0.00);0
3.172;0;-52.8953;0;0;(0.00, 1.60, 0.00);(-1.5, 0.0, 6.3)(0.00, 0.00, 0.00);0
3.188;0;-52.31048;0;0;(0.00, 1.60, 0.00);(-1.5, 0.0, 6.2)(0.00, 0.00, 0.00);0
3.205;0;-51.7444;0;0;(0.00, 1.60, 0.00);(-1.5, 0.0, 6.2)(0.00, 0.00, 0.00);0
3.244;0;-51.20692;0;0;(0.00, 1.60, 0.00);(-1.5, 0.0, 6.2)(0.00, 0.00, 0.00);0
3.262;0;-50.14834;0;0;(0.00, 1.60, 0.00);(-1.5, 0.0, 6.1)(0.00, 0.00, 0.00);0
3.278;0;-49.79282;0;0;(0.00, 1.60, 0.00);(-1.5, 0.0, 6.1)(0.00, 0.00, 0.00);0
3.293;0;-49.52009;0;0;(0.00, 1.60, 0.00);(-1.5, 0.0, 6.1)(0.00, 0.00, 0.00);0
3.307;0;-49.32403;0;0;(0.00, 1.60, 0.00);(-1.5, 0.0, 6.1)(0.00, 0.00, 0.00);0
