Timestamp;Total_Angles_x;Total_Angles_y;Main Camera (1)_position;Main Camera (1)_orientation;messages;
16.58976;6.850234;-24.6694;(0.094, 1.668, 0.520);(-0.018, 0.020, -0.036, 0.999);
16.61900;6.935388;-24.5951;(0.094, 1.668, 0.519);(-0.018, 0.019, -0.036, 0.999);
16.64609;6.765309;-24.54972;(0.094, 1.668, 0.519);(-0.018, 0.018, -0.036, 0.999);
16.67593;5.882885;-24.03353;(0.094, 1.668, 0.519);(-0.018, 0.017, -0.036, 0.999);
16.70419;-5.376652;-23.99459;(0.093, 1.668, 0.519);(-0.018, 0.016, -0.035, 0.999);
16.73409;-11.77379;-25.42123;(0.093, 1.668, 0.519);(-0.018, 0.015, -0.035, 0.999);Pattern 1 saccade;
16.76170;-11.83834;-25.29947;(0.093, 1.668, 0.519);(-0.018, 0.013, -0.035, 0.999);Pattern 1 saccade;
16.78942;-11.93828;-25.27186;(0.093, 1.668, 0.519);(-0.018, 0.012, -0.034, 0.999);
16.81951;-11.92127;-25.2487;(0.092, 1.668, 0.519);(-0.018, 0.010, -0.034, 0.999);
16.84669;-11.84825;-25.23767;(0.091, 1.668, 0.519);(-0.018, 0.008, -0.033, 0.999);
16.87588;-11.85114;-25.23176;(0.091, 1.668, 0.519);(-0.018, 0.007, -0.033, 0.999);
16.90369;-11.96015;-25.23947;(0.091, 1.668, 0.519);(-0.018, 0.005, -0.033, 0.999);
16.93183;-18.335;-29.28734;(0.090, 1.668, 0.519);(-0.018, 0.004, -0.033, 0.999);
16.96541;-18.78397;-29.43353;(0.090, 1.668, 0.519);(-0.018, 0.002, -0.032, 0.999);No pattern saccade;
17.00285;-20.19274;-29.82799;(0.089, 1.667, 0.519);(-0.017, 0.002, -0.032, 0.999);
17.04852;-20.63369;-30.03102;(0.089, 1.667, 0.519);(-0.017, 0.001, -0.031, 0.999);
17.07572;-21.04675;-30.1772;(0.089, 1.667, 0.519);(-0.017, 0.002, -0.030, 0.999);
17.10469;-14.63009;-29.35784;(0.089, 1.667, 0.519);(-0.016, 0.002, -0.030, 0.999);
17.13407;13.04505;-21.06595;(0.089, 1.667, 0.519);(-0.016, 0.003, -0.030, 0.999);Pattern 1 saccade;
17.16299;26.92053;-21.17838;(0.089, 1.667, 0.519);(-0.016, 0.005, -0.030, 0.999);Pattern 1 saccade;
17.18917;29.68769;-23.62784;(0.089, 1.667, 0.519);(-0.015, 0.006, -0.030, 0.999);Pattern 1 saccade;
17.21823;30.06406;-25.02848;(0.089, 1.667, 0.519);(-0.015, 0.008, -0.031, 0.999);
17.24794;29.85768;-25.3903;(0.089, 1.667, 0.519);(-0.015, 0.010, -0.031, 0.999);
17.27518;29.74873;-25.79429;(0.089, 1.667, 0.519);(-0.015, 0.012, -0.031, 0.999);
17.30263;29.63162;-26.17417;(0.090, 1.667, 0.519);(-0.016, 0.014, -0.031, 0.999);
17.34121;29.30369;-26.7932;(0.090, 1.667, 0.520);(-0.016, 0.016, -0.031, 0.999);
17.37845;29.2128;-26.89257;(0.091, 1.667, 0.520);(-0.015, 0.019, -0.031, 0.999);
17.42009;28.84241;-26.97323;(0.092, 1.667, 0.520);(-0.015, 0.022, -0.031, 0.999);
17.46270;29.05018;-27.05944;(0.093, 1.667, 0.520);(-0.014, 0.023, -0.032, 0.999);
17.49050;29.15594;-27.10934;(0.093, 1.667, 0.520);(-0.014, 0.024, -0.034, 0.999);
17.51922;29.32752;-27.27238;(0.093, 1.667, 0.521);(-0.014, 0.024, -0.034, 0.999);
17.54861;29.35469;-27.32096;(0.094, 1.667, 0.521);(-0.014, 0.024, -0.035, 0.999);
17.59182;29.41648;-27.49419;(0.094, 1.667, 0.521);(-0.013, 0.024, -0.036, 0.999);
17.61935;29.34565;-27.77706;(0.095, 1.667, 0.521);(-0.013, 0.024, -0.036, 0.999);
17.64653;29.32582;-28.06312;(0.095, 1.667, 0.521);(-0.013, 0.025, -0.036, 0.999);
17.67567;29.27235;-28.24867;(0.096, 1.667, 0.521);(-0.013, 0.025, -0.037, 0.999);
17.70456;29.09444;-28.47757;(0.096, 1.667, 0.520);(-0.013, 0.025, -0.037, 0.999);
17.73370;28.75584;-28.85446;(0.096, 1.667, 0.520);(-0.013, 0.025, -0.037, 0.999);
17.76118;7.269471;-6.002364;(0.097, 1.667, 0.520);(-0.013, 0.025, -0.037, 0.999);
17.78939;4.603951;-3.15647;(0.097, 1.667, 0.520);(-0.013, 0.026, -0.038, 0.999);No pattern saccade;
17.82565;1.914082;-0.2778794;(0.097, 1.667, 0.520);(-0.013, 0.026, -0.038, 0.999);No pattern saccade;
17.86962;33.96803;-35.16573;(0.097, 1.667, 0.520);(-0.013, 0.026, -0.038, 0.999);No pattern saccade;
17.91147;33.77572;-35.48128;(0.098, 1.667, 0.520);(-0.013, 0.025, -0.038, 0.999);No pattern saccade;
17.95208;33.38926;-35.95853;(0.098, 1.667, 0.520);(-0.013, 0.026, -0.038, 0.999);
17.99804;33.18981;-36.09119;(0.098, 1.667, 0.520);(-0.013, 0.026, -0.038, 0.999);
18.04055;32.99665;-36.25047;(0.098, 1.667, 0.520);(-0.014, 0.026, -0.039, 0.999);
18.09604;32.87265;-36.48626;(0.098, 1.667, 0.520);(-0.014, 0.027, -0.039, 0.999);
18.13893;35.27766;-27.219;(0.098, 1.667, 0.520);(-0.014, 0.027, -0.039, 0.999);
18.18403;35.21539;-26.73536;(0.098, 1.667, 0.520);(-0.014, 0.027, -0.039, 0.999);No pattern saccade;
18.22388;35.16042;-26.60465;(0.098, 1.667, 0.520);(-0.013, 0.027, -0.039, 0.999);
18.27184;35.09452;-26.59267;(0.098, 1.667, 0.520);(-0.013, 0.026, -0.038, 0.999);
18.32095;34.88964;-26.66165;(0.097, 1.667, 0.520);(-0.012, 0.026, -0.038, 0.999);
18.37197;34.65188;-26.78574;(0.097, 1.667, 0.520);(-0.012, 0.025, -0.038, 0.999);
18.41834;34.35321;-26.91181;(0.097, 1.666, 0.521);(-0.012, 0.025, -0.037, 0.999);
18.45335;26.90158;-32.69377;(0.097, 1.666, 0.520);(-0.012, 0.025, -0.037, 0.999);
18.49481;26.39838;-33.21477;(0.097, 1.666, 0.520);(-0.012, 0.025, -0.037, 0.999);No pattern saccade;
18.53802;26.28413;-33.08106;(0.096, 1.666, 0.521);(-0.011, 0.025, -0.037, 0.999);
18.58266;26.07427;-33.39878;(0.096, 1.666, 0.521);(-0.011, 0.025, -0.037, 0.999);
18.62625;25.88334;-33.76401;(0.096, 1.666, 0.521);(-0.010, 0.024, -0.036, 0.999);
18.66747;25.84872;-33.81504;(0.096, 1.666, 0.521);(-0.010, 0.024, -0.036, 0.999);
18.71290;25.60503;-34.34747;(0.096, 1.666, 0.521);(-0.010, 0.023, -0.036, 0.999);
18.75555;18.64316;-35.59258;(0.096, 1.666, 0.521);(-0.010, 0.023, -0.036, 0.999);
18.79935;17.40201;-36.26144;(0.096, 1.666, 0.521);(-0.010, 0.023, -0.036, 0.999);Pattern 1 saccade;
18.84150;17.09414;-36.40309;(0.096, 1.666, 0.522);(-0.010, 0.022, -0.035, 0.999);
18.87649;16.80992;-36.59106;(0.095, 1.666, 0.522);(-0.009, 0.022, -0.035, 0.999);
18.90779;16.89182;-36.46264;(0.095, 1.665, 0.521);(-0.008, 0.020, -0.035, 0.999);
18.94724;16.55884;-36.61316;(0.095, 1.665, 0.522);(-0.008, 0.019, -0.035, 0.999);
18.97489;16.65453;-36.72564;(0.095, 1.665, 0.522);(-0.007, 0.016, -0.034, 0.999);
19.00456;16.40629;-37.0493;(0.094, 1.665, 0.522);(-0.007, 0.014, -0.034, 0.999);
19.04668;16.56124;-37.37643;(0.094, 1.665, 0.522);(-0.007, 0.012, -0.034, 0.999);
19.07591;16.75832;-37.13227;(0.094, 1.665, 0.522);(-0.007, 0.010, -0.033, 0.999);
19.10410;16.41961;-37.06074;(0.093, 1.665, 0.522);(-0.007, 0.010, -0.032, 0.999);
19.13439;16.32258;-37.01412;(0.093, 1.665, 0.522);(-0.007, 0.009, -0.031, 0.999);
19.16187;16.34059;-36.99937;(0.093, 1.665, 0.522);(-0.007, 0.009, -0.031, 0.999);
19.18899;16.36324;-36.99343;(0.093, 1.665, 0.522);(-0.007, 0.008, -0.031, 0.999);
19.21955;16.08694;-36.44248;(0.092, 1.665, 0.522);(-0.007, 0.007, -0.030, 0.999);
19.24720;14.90412;-30.97797;(0.092, 1.665, 0.522);(-0.007, 0.007, -0.030, 0.999);
19.27569;14.88198;-30.93915;(0.092, 1.665, 0.522);(-0.007, 0.007, -0.030, 0.999);No pattern saccade;
19.30445;14.92729;-30.79347;(0.092, 1.665, 0.522);(-0.007, 0.008, -0.030, 0.999);
19.33232;14.34911;-29.96867;(0.091, 1.665, 0.522);(-0.007, 0.008, -0.030, 0.999);
19.36422;10.64369;-23.20852;(0.091, 1.665, 0.522);(-0.007, 0.009, -0.030, 0.999);
19.40357;9.29807;-21.05251;(0.091, 1.665, 0.522);(-0.007, 0.009, -0.030, 0.999);No pattern saccade;
19.43348;9.198803;-20.57023;(0.091, 1.665, 0.522);(-0.007, 0.009, -0.030, 0.999);
19.46242;9.248949;-20.36578;(0.091, 1.665, 0.522);(-0.006, 0.009, -0.030, 0.999);
19.49012;9.23571;-20.25422;(0.091, 1.665, 0.523);(-0.006, 0.009, -0.030, 0.999);
19.52017;9.240449;-20.27281;(0.091, 1.665, 0.523);(-0.007, 0.009, -0.030, 0.999);
19.56042;9.108001;-20.29089;(0.091, 1.665, 0.523);(-0.007, 0.009, -0.030, 0.999);
19.59168;9.026752;-20.27846;(0.091, 1.665, 0.523);(-0.006, 0.008, -0.030, 1.000);
19.63437;8.970057;-20.34669;(0.091, 1.665, 0.523);(-0.006, 0.008, -0.030, 1.000);
19.66857;8.941107;-20.39564;(0.091, 1.665, 0.523);(-0.006, 0.008, -0.030, 1.000);
19.70343;8.766609;-20.67353;(0.091, 1.665, 0.523);(-0.006, 0.008, -0.030, 1.000);
19.73296;8.864682;-20.67345;(0.092, 1.665, 0.523);(-0.006, 0.009, -0.030, 0.999);
19.76225;11.77307;-27.7901;(0.092, 1.665, 0.523);(-0.007, 0.009, -0.030, 0.999);
19.78964;12.33153;-35.16528;(0.092, 1.665, 0.523);(-0.006, 0.009, -0.030, 0.999);No pattern saccade;
19.81921;12.4348;-37.9669;(0.092, 1.665, 0.523);(-0.006, 0.009, -0.030, 0.999);No pattern saccade;
19.84838;12.45603;-38.34328;(0.092, 1.665, 0.523);(-0.006, 0.009, -0.030, 0.999);
19.87493;12.4687;-38.35538;(0.092, 1.665, 0.523);(-0.006, 0.009, -0.030, 0.999);
19.90440;12.43074;-38.44153;(0.093, 1.665, 0.523);(-0.006, 0.009, -0.030, 0.999);
19.93295;12.49558;-38.53274;(0.093, 1.665, 0.523);(-0.006, 0.008, -0.031, 0.999);
19.96189;12.44902;-38.86358;(0.093, 1.665, 0.523);(-0.006, 0.008, -0.031, 0.999);
19.98991;12.42976;-39.07726;(0.093, 1.665, 0.523);(-0.005, 0.008, -0.031, 0.999);
20.02151;11.71566;-39.28136;(0.093, 1.665, 0.523);(-0.005, 0.007, -0.031, 0.999);
20.07480;10.76696;-39.61052;(0.093, 1.665, 0.523);(-0.005, 0.007, -0.031, 0.999);
20.10464;10.48193;-39.65482;(0.093, 1.665, 0.523);(-0.005, 0.006, -0.031, 1.000);
20.13454;10.17864;-39.82584;(0.093, 1.665, 0.523);(-0.005, 0.006, -0.031, 1.000);
20.16719;10.13915;-40.48218;(0.093, 1.665, 0.523);(-0.005, 0.006, -0.031, 0.999);
20.21307;10.25922;-40.75433;(0.093, 1.665, 0.523);(-0.004, 0.006, -0.031, 1.000);
20.24665;10.27113;-40.9993;(0.093, 1.665, 0.523);(-0.004, 0.006, -0.031, 1.000);
20.27512;10.02654;-41.88267;(0.092, 1.665, 0.523);(-0.004, 0.005, -0.030, 1.000);
20.30482;9.954772;-42.0086;(0.092, 1.665, 0.523);(-0.004, 0.005, -0.030, 1.000);
20.33199;9.241843;-41.03856;(0.092, 1.665, 0.523);(-0.004, 0.004, -0.030, 1.000);
20.36207;7.678802;-28.12049;(0.092, 1.665, 0.523);(-0.004, 0.003, -0.030, 1.000);
20.38959;7.938823;-27.25258;(0.092, 1.665, 0.523);(-0.004, 0.003, -0.030, 1.000);No pattern saccade;
20.41827;7.829118;-27.06919;(0.091, 1.665, 0.524);(-0.004, 0.002, -0.030, 1.000);
20.44967;2.583896;-23.33657;(0.091, 1.664, 0.524);(-0.003, 0.002, -0.030, 1.000);
20.47600;-14.89132;-19.01155;(0.090, 1.664, 0.524);(-0.003, 0.000, -0.029, 1.000);No pattern saccade;
20.50343;-22.04702;-19.16521;(0.090, 1.664, 0.524);(-0.002, -0.003, -0.029, 1.000);Pattern 1 saccade;
20.53221;-33.3362;-20.12793;(0.089, 1.664, 0.524);(-0.001, -0.007, -0.029, 1.000);Pattern 1 saccade;
20.56078;-34.86335;-20.75046;(0.088, 1.664, 0.524);(0.000, -0.013, -0.028, 1.000);Pattern 1 saccade;
20.60225;-34.3249;-21.26954;(0.087, 1.664, 0.524);(-0.001, 0.023, 0.027, -0.999);
20.63285;-43.52045;-25.69483;(0.085, 1.663, 0.525);(-0.003, 0.040, 0.025, -0.999);
20.66549;-52.39259;-28.5126;(0.083, 1.663, 0.526);(-0.005, 0.052, 0.023, -0.998);No pattern saccade;
20.70359;-62.77457;-31.58044;(0.081, 1.663, 0.526);(-0.006, 0.064, 0.022, -0.998);Pattern 1 saccade;
20.73202;-65.39066;-32.65519;(0.077, 1.663, 0.525);(-0.007, 0.081, 0.021, -0.996);Pattern 1 saccade;
20.76041;-66.83849;-33.29538;(0.074, 1.662, 0.525);(-0.008, 0.091, 0.021, -0.996);
20.78971;-66.55421;-33.33571;(0.072, 1.662, 0.524);(-0.009, 0.099, 0.020, -0.995);
20.81805;-66.79274;-34.31795;(0.070, 1.663, 0.524);(-0.010, 0.106, 0.018, -0.994);
20.84782;-67.24686;-34.38413;(0.068, 1.663, 0.524);(-0.011, 0.111, 0.016, -0.994);
20.87830;-67.36034;-34.53568;(0.066, 1.663, 0.523);(-0.011, 0.114, 0.014, -0.993);
20.90461;-67.56355;-34.76441;(0.065, 1.663, 0.523);(-0.011, 0.117, 0.012, -0.993);
20.93194;-67.82428;-35.05509;(0.064, 1.663, 0.523);(-0.012, 0.118, 0.010, -0.993);
20.96067;-68.03671;-35.31316;(0.063, 1.663, 0.522);(-0.012, 0.119, 0.009, -0.993);
20.98820;-64.52077;-39.66375;(0.061, 1.662, 0.522);(-0.013, 0.120, 0.008, -0.993);
21.01862;-62.74709;-43.52705;(0.061, 1.662, 0.522);(-0.014, 0.120, 0.007, -0.993);No pattern saccade;
21.06043;-62.67623;-45.22178;(0.060, 1.662, 0.522);(-0.014, 0.120, 0.006, -0.993);
21.09222;-62.60198;-45.84977;(0.058, 1.662, 0.523);(-0.015, 0.121, 0.005, -0.992);
21.12488;-62.6479;-46.30795;(0.057, 1.661, 0.524);(-0.015, 0.122, 0.005, -0.992);
21.15963;-62.67413;-46.52793;(0.057, 1.661, 0.525);(-0.015, 0.123, 0.004, -0.992);
21.18840;-62.64154;-46.97842;(0.056, 1.661, 0.525);(-0.016, 0.125, 0.003, -0.992);
21.21879;-62.76052;-47.49765;(0.055, 1.661, 0.526);(-0.016, 0.125, 0.003, -0.992);
21.24647;-62.73754;-47.91117;(0.055, 1.661, 0.526);(-0.015, 0.127, 0.002, -0.992);
21.27568;-65.51397;-45.07307;(0.054, 1.661, 0.527);(-0.015, 0.128, 0.001, -0.992);
21.30374;-66.46127;-43.99379;(0.054, 1.661, 0.527);(-0.015, 0.129, 0.001, -0.991);
21.33197;-67.05851;-43.48299;(0.053, 1.661, 0.527);(-0.014, 0.131, 0.000, -0.991);
21.36203;-67.94856;-43.1004;(0.053, 1.661, 0.527);(-0.014, 0.132, -0.001, -0.991);
21.39046;-68.41324;-42.89415;(0.053, 1.661, 0.527);(-0.014, 0.133, -0.001, -0.991);
21.41920;-69.04296;-42.6357;(0.053, 1.661, 0.527);(-0.014, 0.134, -0.002, -0.991);
21.44828;-70.15267;-42.4988;(0.052, 1.660, 0.527);(-0.014, 0.135, -0.002, -0.991);
21.48938;-70.38744;-42.44364;(0.052, 1.660, 0.526);(-0.014, 0.135, -0.002, -0.991);
21.51820;-70.47591;-42.46704;(0.052, 1.660, 0.526);(-0.014, 0.136, -0.002, -0.991);
21.54880;-70.35345;-42.47184;(0.052, 1.660, 0.526);(-0.014, 0.137, -0.003, -0.991);
21.59361;-70.11932;-42.47617;(0.051, 1.660, 0.526);(-0.014, 0.137, -0.003, -0.990);
21.63285;-70.05044;-42.50033;(0.051, 1.660, 0.525);(-0.014, 0.139, -0.003, -0.990);
21.65957;-69.11783;-43.02667;(0.051, 1.660, 0.525);(-0.014, 0.141, -0.003, -0.990);
21.68918;-69.17816;-43.21786;(0.050, 1.660, 0.525);(-0.014, 0.141, -0.004, -0.990);
21.71897;-69.23093;-43.27816;(0.050, 1.660, 0.525);(-0.014, 0.142, -0.004, -0.990);
21.74613;-69.26443;-43.53692;(0.050, 1.661, 0.525);(-0.014, 0.143, -0.005, -0.990);
21.77535;-69.13779;-43.80735;(0.050, 1.661, 0.525);(-0.013, 0.144, -0.005, -0.990);
21.80419;-68.88662;-44.14058;(0.049, 1.661, 0.525);(-0.013, 0.144, -0.006, -0.989);
21.83242;-68.50233;-44.77114;(0.049, 1.661, 0.525);(-0.013, 0.145, -0.006, -0.989);
21.86117;-67.80799;-45.2484;(0.049, 1.661, 0.525);(-0.013, 0.146, -0.006, -0.989);
21.88942;-67.27293;-45.43352;(0.049, 1.661, 0.525);(-0.013, 0.147, -0.006, -0.989);
21.91888;-66.95468;-45.57036;(0.049, 1.660, 0.525);(-0.013, 0.147, -0.007, -0.989);
21.94512;-72.42982;-45.91512;(0.049, 1.660, 0.525);(-0.013, 0.148, -0.007, -0.989);
21.97451;-77.45329;-46.99717;(0.048, 1.660, 0.525);(-0.013, 0.148, -0.007, -0.989);Pattern 1 saccade;
22.00273;-77.49306;-47.14473;(0.048, 1.660, 0.525);(-0.013, 0.149, -0.007, -0.989);Pattern 1 saccade;
22.04579;-76.69209;-47.46052;(0.048, 1.660, 0.525);(-0.013, 0.149, -0.007, -0.989);
22.07497;-77.16968;-47.34906;(0.048, 1.660, 0.525);(-0.014, 0.150, -0.007, -0.989);
22.11079;-85.00977;-43.84239;(0.048, 1.660, 0.525);(-0.014, 0.150, -0.007, -0.989);
22.15919;-89.26238;-42.03262;(0.048, 1.660, 0.525);(-0.014, 0.150, -0.007, -0.989);No pattern saccade;
22.19767;-88.56508;-41.32178;(0.047, 1.660, 0.525);(-0.013, 0.150, -0.007, -0.989);No pattern saccade;
22.23746;-86.16098;-40.76061;(0.048, 1.660, 0.525);(-0.013, 0.150, -0.008, -0.989);
22.28052;-85.09605;-40.42866;(0.047, 1.661, 0.525);(-0.013, 0.149, -0.008, -0.989);
22.32579;-86.37051;-42.04198;(0.047, 1.661, 0.525);(-0.012, 0.150, -0.007, -0.989);
22.36953;-87.85503;-43.43081;(0.048, 1.661, 0.525);(-0.012, 0.150, -0.007, -0.989);
22.41340;-86.77531;-43.94369;(0.048, 1.661, 0.524);(-0.012, 0.149, -0.007, -0.989);
22.45892;-85.30077;-44.07158;(0.048, 1.661, 0.524);(-0.011, 0.149, -0.006, -0.989);
22.49620;-83.73051;-44.24983;(0.048, 1.661, 0.524);(-0.011, 0.149, -0.006, -0.989);
22.54242;-82.18853;-44.41745;(0.048, 1.661, 0.524);(-0.011, 0.149, -0.005, -0.989);
22.57567;-80.47578;-43.85225;(0.049, 1.661, 0.524);(-0.011, 0.149, -0.005, -0.989);
22.60250;-78.33154;-43.84516;(0.049, 1.661, 0.524);(-0.010, 0.150, -0.005, -0.989);
22.63117;-76.84463;-43.8279;(0.049, 1.661, 0.524);(-0.010, 0.150, -0.005, -0.989);
22.66133;-75.74795;-43.82282;(0.049, 1.661, 0.524);(-0.010, 0.149, -0.005, -0.989);
22.68863;-74.37508;-43.62165;(0.049, 1.661, 0.524);(-0.009, 0.149, -0.005, -0.989);
22.71869;-73.79404;-43.57629;(0.050, 1.662, 0.524);(-0.009, 0.149, -0.004, -0.989);
22.74590;-73.36295;-43.64731;(0.050, 1.662, 0.524);(-0.009, 0.148, -0.004, -0.989);
22.77452;-72.35952;-43.57028;(0.050, 1.662, 0.524);(-0.008, 0.148, -0.004, -0.989);
22.80378;-71.17374;-43.55964;(0.050, 1.662, 0.524);(-0.008, 0.148, -0.004, -0.989);
22.83383;-70.96279;-43.48287;(0.050, 1.662, 0.524);(-0.008, 0.148, -0.003, -0.989);
22.86100;-70.92142;-43.18297;(0.050, 1.662, 0.524);(-0.008, 0.149, -0.003, -0.989);
22.88877;-71.14803;-42.81378;(0.050, 1.662, 0.524);(-0.008, 0.149, -0.003, -0.989);
22.91879;-71.22496;-42.70428;(0.050, 1.662, 0.524);(-0.008, 0.150, -0.003, -0.989);
22.94628;-71.41526;-42.54388;(0.050, 1.662, 0.524);(-0.007, 0.150, -0.003, -0.989);
22.97513;-71.9196;-42.31578;(0.050, 1.662, 0.524);(-0.007, 0.150, -0.003, -0.989);
23.00451;-72.87251;-42.05089;(0.050, 1.662, 0.524);(-0.007, 0.151, -0.003, -0.989);
23.05293;-73.60417;-41.88147;(0.050, 1.662, 0.524);(-0.007, 0.151, -0.003, -0.989);
23.09568;-62.25303;-41.38543;(0.050, 1.662, 0.524);(-0.006, 0.151, -0.003, -0.989);
23.13935;-61.66701;-41.39967;(0.050, 1.662, 0.523);(-0.006, 0.151, -0.003, -0.989);Pattern 1 saccade;
23.18873;-60.87116;-41.76245;(0.050, 1.662, 0.523);(-0.006, 0.150, -0.003, -0.989);
23.22396;-60.59536;-42.25851;(0.050, 1.662, 0.523);(-0.006, 0.149, -0.003, -0.989);
23.26546;-60.59567;-42.49961;(0.050, 1.662, 0.523);(-0.006, 0.148, -0.003, -0.989);
23.31915;-60.5981;-42.54618;(0.050, 1.662, 0.523);(-0.006, 0.148, -0.002, -0.989);
23.35389;-45.50975;-35.57752;(0.050, 1.662, 0.523);(-0.006, 0.148, -0.002, -0.989);
23.39332;-45.01247;-35.51093;(0.050, 1.662, 0.523);(-0.006, 0.148, -0.002, -0.989);No pattern saccade;
23.43784;-44.84846;-35.61243;(0.050, 1.662, 0.523);(-0.006, 0.148, -0.002, -0.989);
23.48790;-44.7955;-35.73618;(0.050, 1.663, 0.523);(-0.006, 0.148, -0.002, -0.989);
23.52768;-44.77355;-35.74945;(0.050, 1.663, 0.523);(-0.005, 0.149, -0.002, -0.989);
23.57136;-36.5642;-34.34947;(0.051, 1.663, 0.523);(-0.005, 0.149, -0.002, -0.989);
23.61801;-36.5744;-34.32632;(0.051, 1.663, 0.523);(-0.005, 0.149, -0.001, -0.989);Pattern 1 saccade;
23.65420;-36.64367;-34.35454;(0.051, 1.663, 0.523);(-0.005, 0.149, -0.001, -0.989);
23.69631;-36.68506;-34.51316;(0.051, 1.663, 0.523);(-0.005, 0.149, -0.001, -0.989);
23.74610;-36.57114;-34.55887;(0.051, 1.663, 0.523);(-0.004, 0.149, -0.001, -0.989);
23.77907;-36.49613;-34.86525;(0.050, 1.663, 0.523);(-0.004, 0.149, -0.001, -0.989);
23.82690;-36.20916;-35.23949;(0.050, 1.663, 0.523);(-0.004, 0.150, -0.002, -0.989);
23.86856;-36.22786;-36.04589;(0.050, 1.663, 0.523);(-0.004, 0.151, -0.002, -0.989);
23.91734;-36.23092;-44.72673;(0.050, 1.662, 0.523);(-0.004, 0.151, -0.002, -0.988);
23.95207;-36.56286;-45.53234;(0.050, 1.662, 0.523);(-0.005, 0.152, -0.002, -0.988);No pattern saccade;
23.99463;-36.86583;-46.29691;(0.049, 1.662, 0.523);(-0.005, 0.152, -0.003, -0.988);
24.04554;-37.07223;-46.51371;(0.049, 1.662, 0.523);(-0.005, 0.152, -0.003, -0.988);
24.09356;-36.81579;-47.11478;(0.049, 1.662, 0.523);(-0.005, 0.153, -0.003, -0.988);
24.15184;-44.87543;-43.30657;(0.049, 1.663, 0.523);(-0.004, 0.153, -0.003, -0.988);
24.20075;-45.62174;-43.2562;(0.048, 1.663, 0.523);(-0.004, 0.154, -0.003, -0.988);No pattern saccade;
24.24424;-45.86606;-43.30078;(0.048, 1.663, 0.522);(-0.004, 0.154, -0.004, -0.988);
24.28282;-46.14933;-43.69896;(0.048, 1.663, 0.522);(-0.004, 0.154, -0.004, -0.988);
24.32454;-47.00311;-43.26958;(0.048, 1.663, 0.522);(-0.004, 0.154, -0.004, -0.988);
24.37547;-46.96326;-43.27546;(0.048, 1.663, 0.522);(-0.004, 0.155, -0.004, -0.988);
24.41569;-46.96671;-43.28662;(0.047, 1.663, 0.522);(-0.004, 0.155, -0.004, -0.988);
24.45185;-22.73994;-24.53209;(0.047, 1.663, 0.522);(-0.004, 0.155, -0.004, -0.988);
24.49637;-31.03336;-28.6003;(0.047, 1.663, 0.522);(-0.004, 0.155, -0.005, -0.988);No pattern saccade;
24.53967;-31.44389;-29.26023;(0.047, 1.663, 0.522);(-0.004, 0.155, -0.005, -0.988);No pattern saccade;
24.58386;-31.66881;-29.41263;(0.047, 1.663, 0.522);(-0.004, 0.155, -0.005, -0.988);
24.62591;-30.11055;-29.01246;(0.047, 1.663, 0.522);(-0.004, 0.155, -0.005, -0.988);
24.67162;-3.673414;-24.77802;(0.047, 1.663, 0.522);(-0.004, 0.155, -0.005, -0.988);
24.70968;5.024152;-23.85732;(0.048, 1.663, 0.522);(-0.004, 0.154, -0.005, -0.988);Pattern 1 saccade;
24.75317;4.836156;-24.44833;(0.048, 1.663, 0.522);(-0.004, 0.154, -0.005, -0.988);Pattern 1 saccade;
24.80349;4.631943;-24.959;(0.048, 1.663, 0.522);(-0.004, 0.153, -0.005, -0.988);
24.84270;4.598604;-25.06005;(0.048, 1.663, 0.522);(-0.004, 0.152, -0.005, -0.988);
24.88418;4.675757;-25.17634;(0.048, 1.663, 0.522);(-0.005, 0.152, -0.004, -0.988);
24.92576;4.87941;-25.47746;(0.048, 1.663, 0.523);(-0.005, 0.153, -0.004, -0.988);
24.96869;4.965445;-25.63688;(0.048, 1.662, 0.523);(-0.005, 0.153, -0.004, -0.988);
25.00944;4.960219;-25.64906;(0.048, 1.663, 0.523);(-0.005, 0.153, -0.004, -0.988);
25.07212;5.078987;-25.71572;(0.048, 1.662, 0.523);(-0.005, 0.154, -0.004, -0.988);
25.10865;-18.99533;-27.31374;(0.048, 1.662, 0.523);(-0.005, 0.154, -0.004, -0.988);
25.14940;-34.15472;-29.59554;(0.048, 1.662, 0.523);(-0.006, 0.155, -0.004, -0.988);Pattern 1 saccade;
25.19725;-40.94383;-36.71592;(0.048, 1.662, 0.523);(-0.006, 0.156, -0.004, -0.988);Pattern 1 saccade;
25.23425;-40.73484;-37.56606;(0.048, 1.662, 0.523);(-0.007, 0.157, -0.004, -0.988);No pattern saccade;
25.26328;-40.44848;-38.17287;(0.048, 1.662, 0.523);(-0.007, 0.158, -0.005, -0.987);
25.28961;-40.31488;-38.53502;(0.047, 1.662, 0.523);(-0.008, 0.159, -0.005, -0.987);
25.31815;-40.32979;-38.64751;(0.047, 1.662, 0.523);(-0.008, 0.160, -0.005, -0.987);
25.34644;-40.30021;-38.72355;(0.047, 1.662, 0.523);(-0.008, 0.161, -0.005, -0.987);
25.37696;-40.29234;-38.83437;(0.047, 1.662, 0.523);(-0.008, 0.162, -0.005, -0.987);
25.40499;-40.20721;-39.09578;(0.046, 1.662, 0.523);(-0.008, 0.163, -0.005, -0.987);
25.43258;-40.18258;-39.11499;(0.046, 1.662, 0.523);(-0.008, 0.163, -0.006, -0.987);
